sender_state,hour_of_day,device_type,network_type,amount_category,total_transactions,fraud_transactions,fraud_rate,avg_fraud_amount
gujarat,20,android,wifi,Medium (500-2K),48,0,0.0,0.0
gujarat,20,android,wifi,High (2K-10K),16,0,0.0,0.0
gujarat,20,ios,3g,Small (<500),5,0,0.0,0.0
gujarat,20,ios,3g,Medium (500-2K),12,0,0.0,0.0
gujarat,20,ios,3g,High (2K-10K),3,0,0.0,0.0
gujarat,20,ios,4g,Small (<500),82,0,0.0,0.0
gujarat,20,ios,4g,Medium (500-2K),71,0,0.0,0.0
gujarat,20,ios,4g,High (2K-10K),27,0,0.0,0.0
gujarat,20,ios,4g,Very High (>10K),1,0,0.0,0.0
gujarat,20,ios,5g,Small (<500),40,0,0.0,0.0
gujarat,20,ios,5g,Medium (500-2K),39,0,0.0,0.0
gujarat,20,ios,5g,High (2K-10K),11,0,0.0,0.0
gujarat,20,ios,5g,Very High (>10K),1,0,0.0,0.0
gujarat,20,ios,wifi,Small (<500),15,0,0.0,0.0
gujarat,20,ios,wifi,Medium (500-2K),10,0,0.0,0.0
gujarat,20,ios,wifi,High (2K-10K),8,0,0.0,0.0
gujarat,20,web,3g,Small (<500),1,0,0.0,0.0
gujarat,20,web,3g,Medium (500-2K),1,0,0.0,0.0
gujarat,20,web,4g,Small (<500),23,0,0.0,0.0
gujarat,20,web,4g,Medium (500-2K),15,0,0.0,0.0
gujarat,20,web,4g,High (2K-10K),7,0,0.0,0.0
gujarat,20,web,5g,Small (<500),12,0,0.0,0.0
gujarat,20,web,5g,Medium (500-2K),4,1,25.0,1127.0
gujarat,20,web,5g,High (2K-10K),4,0,0.0,0.0
gujarat,20,web,5g,Very High (>10K),1,0,0.0,0.0
gujarat,20,web,wifi,Small (<500),2,0,0.0,0.0
gujarat,20,web,wifi,Medium (500-2K),5,0,0.0,0.0
gujarat,20,web,wifi,High (2K-10K),4,0,0.0,0.0
gujarat,21,android,3g,Small (<500),26,0,0.0,0.0
gujarat,21,android,3g,Medium (500-2K),16,0,0.0,0.0
gujarat,21,android,3g,High (2K-10K),8,0,0.0,0.0
gujarat,21,android,4g,Small (<500),272,0,0.0,0.0
gujarat,21,android,4g,Medium (500-2K),236,0,0.0,0.0
gujarat,21,android,4g,High (2K-10K),117,0,0.0,0.0
gujarat,21,android,4g,Very High (>10K),4,0,0.0,0.0
gujarat,21,android,5g,Small (<500),111,1,0.9009009009009009,162.0
gujarat,21,android,5g,Medium (500-2K),98,0,0.0,0.0
gujarat,21,android,5g,High (2K-10K),44,0,0.0,0.0
gujarat,21,android,5g,Very High (>10K),3,0,0.0,0.0
gujarat,21,android,wifi,Small (<500),30,0,0.0,0.0
gujarat,21,android,wifi,Medium (500-2K),49,0,0.0,0.0
gujarat,21,android,wifi,High (2K-10K),15,0,0.0,0.0
gujarat,21,android,wifi,Very High (>10K),1,0,0.0,0.0
gujarat,21,ios,3g,Small (<500),10,0,0.0,0.0
gujarat,21,ios,3g,Medium (500-2K),2,0,0.0,0.0
gujarat,21,ios,3g,High (2K-10K),1,0,0.0,0.0
gujarat,21,ios,4g,Small (<500),63,0,0.0,0.0
gujarat,21,ios,4g,Medium (500-2K),68,0,0.0,0.0
gujarat,21,ios,4g,High (2K-10K),31,0,0.0,0.0
gujarat,21,ios,4g,Very High (>10K),1,0,0.0,0.0
gujarat,21,ios,5g,Small (<500),28,0,0.0,0.0
gujarat,21,ios,5g,Medium (500-2K),31,0,0.0,0.0
gujarat,21,ios,5g,High (2K-10K),8,0,0.0,0.0
gujarat,21,ios,wifi,Small (<500),5,0,0.0,0.0
gujarat,21,ios,wifi,Medium (500-2K),9,0,0.0,0.0
gujarat,21,ios,wifi,High (2K-10K),5,0,0.0,0.0
gujarat,21,web,3g,Small (<500),2,0,0.0,0.0
gujarat,21,web,3g,Medium (500-2K),1,0,0.0,0.0
gujarat,21,web,3g,High (2K-10K),2,0,0.0,0.0
gujarat,21,web,4g,Small (<500),19,0,0.0,0.0
gujarat,21,web,4g,Medium (500-2K),15,0,0.0,0.0
gujarat,21,web,4g,High (2K-10K),9,0,0.0,0.0
gujarat,21,web,5g,Small (<500),12,0,0.0,0.0
gujarat,21,web,5g,Medium (500-2K),5,0,0.0,0.0
gujarat,21,web,5g,High (2K-10K),5,0,0.0,0.0
gujarat,21,web,5g,Very High (>10K),1,0,0.0,0.0
gujarat,21,web,wifi,Small (<500),4,0,0.0,0.0
gujarat,21,web,wifi,Medium (500-2K),3,0,0.0,0.0
gujarat,21,web,wifi,High (2K-10K),2,0,0.0,0.0
gujarat,22,android,3g,Small (<500),12,0,0.0,0.0
gujarat,22,android,3g,Medium (500-2K),10,0,0.0,0.0
gujarat,22,android,3g,High (2K-10K),6,0,0.0,0.0
gujarat,22,android,4g,Small (<500),144,1,0.6944444444444444,416.0
gujarat,22,android,4g,Medium (500-2K),115,0,0.0,0.0
gujarat,22,android,4g,High (2K-10K),69,1,1.4492753623188406,2581.0
gujarat,22,android,4g,Very High (>10K),3,0,0.0,0.0
gujarat,22,android,5g,Small (<500),53,0,0.0,0.0
gujarat,22,android,5g,Medium (500-2K),53,0,0.0,0.0
gujarat,22,android,5g,High (2K-10K),29,1,3.4482758620689653,5275.0
gujarat,22,android,wifi,Small (<500),18,0,0.0,0.0
gujarat,22,android,wifi,Medium (500-2K),18,0,0.0,0.0
gujarat,22,android,wifi,High (2K-10K),15,0,0.0,0.0
gujarat,22,ios,3g,Small (<500),5,0,0.0,0.0
gujarat,22,ios,3g,Medium (500-2K),3,0,0.0,0.0
gujarat,22,ios,3g,High (2K-10K),1,0,0.0,0.0
gujarat,22,ios,4g,Small (<500),43,0,0.0,0.0
gujarat,22,ios,4g,Medium (500-2K),36,0,0.0,0.0
gujarat,22,ios,4g,High (2K-10K),17,0,0.0,0.0
gujarat,22,ios,4g,Very High (>10K),1,0,0.0,0.0
gujarat,22,ios,5g,Small (<500),7,0,0.0,0.0
gujarat,22,ios,5g,Medium (500-2K),15,0,0.0,0.0
gujarat,22,ios,5g,High (2K-10K),5,0,0.0,0.0
gujarat,22,ios,wifi,Small (<500),5,0,0.0,0.0
gujarat,22,ios,wifi,Medium (500-2K),3,0,0.0,0.0
gujarat,22,ios,wifi,High (2K-10K),3,0,0.0,0.0
gujarat,22,web,3g,Small (<500),1,0,0.0,0.0
gujarat,22,web,3g,Medium (500-2K),2,0,0.0,0.0
gujarat,22,web,3g,High (2K-10K),1,0,0.0,0.0
gujarat,22,web,4g,Small (<500),8,0,0.0,0.0
gujarat,22,web,4g,Medium (500-2K),12,0,0.0,0.0
gujarat,22,web,4g,High (2K-10K),4,0,0.0,0.0
gujarat,22,web,5g,Small (<500),7,1,14.285714285714285,406.0
gujarat,22,web,5g,Medium (500-2K),4,0,0.0,0.0
gujarat,22,web,5g,High (2K-10K),2,0,0.0,0.0
gujarat,22,web,wifi,Small (<500),2,0,0.0,0.0
gujarat,22,web,wifi,Medium (500-2K),2,0,0.0,0.0
gujarat,23,android,3g,Small (<500),3,0,0.0,0.0
gujarat,23,android,3g,Medium (500-2K),5,0,0.0,0.0
gujarat,23,android,3g,High (2K-10K),4,0,0.0,0.0
gujarat,23,android,4g,Small (<500),105,0,0.0,0.0
gujarat,23,android,4g,Medium (500-2K),73,0,0.0,0.0
gujarat,23,android,4g,High (2K-10K),38,0,0.0,0.0
gujarat,23,android,4g,Very High (>10K),1,0,0.0,0.0
gujarat,23,android,5g,Small (<500),45,1,2.2222222222222223,88.0
gujarat,23,android,5g,Medium (500-2K),39,0,0.0,0.0
gujarat,23,android,5g,High (2K-10K),18,0,0.0,0.0
gujarat,23,android,wifi,Small (<500),11,0,0.0,0.0
gujarat,23,android,wifi,Medium (500-2K),9,0,0.0,0.0
gujarat,23,android,wifi,High (2K-10K),3,0,0.0,0.0
gujarat,23,android,wifi,Very High (>10K),1,0,0.0,0.0
gujarat,23,ios,3g,Small (<500),2,0,0.0,0.0
gujarat,23,ios,3g,Medium (500-2K),1,0,0.0,0.0
gujarat,23,ios,4g,Small (<500),21,0,0.0,0.0
gujarat,23,ios,4g,Medium (500-2K),24,0,0.0,0.0
gujarat,23,ios,4g,High (2K-10K),13,0,0.0,0.0
gujarat,23,ios,5g,Small (<500),6,0,0.0,0.0
gujarat,23,ios,5g,Medium (500-2K),5,0,0.0,0.0
gujarat,23,ios,5g,High (2K-10K),4,0,0.0,0.0
gujarat,23,ios,5g,Very High (>10K),1,0,0.0,0.0
gujarat,23,ios,wifi,Small (<500),5,0,0.0,0.0
gujarat,23,ios,wifi,Medium (500-2K),2,0,0.0,0.0
gujarat,23,web,4g,Small (<500),3,1,33.33333333333333,477.0
gujarat,23,web,4g,Medium (500-2K),3,0,0.0,0.0
gujarat,23,web,4g,High (2K-10K),2,0,0.0,0.0
gujarat,23,web,5g,Small (<500),3,0,0.0,0.0
gujarat,23,web,5g,High (2K-10K),2,0,0.0,0.0
gujarat,23,web,wifi,Small (<500),1,0,0.0,0.0
karnataka,0,android,3g,Small (<500),10,0,0.0,0.0
karnataka,0,android,4g,Small (<500),77,0,0.0,0.0
karnataka,0,android,4g,Medium (500-2K),66,0,0.0,0.0
karnataka,0,android,4g,High (2K-10K),48,0,0.0,0.0
karnataka,0,android,4g,Very High (>10K),3,0,0.0,0.0
karnataka,0,android,5g,Small (<500),26,0,0.0,0.0
karnataka,0,android,5g,Medium (500-2K),24,0,0.0,0.0
karnataka,0,android,5g,High (2K-10K),16,0,0.0,0.0
karnataka,0,android,wifi,Small (<500),12,0,0.0,0.0
karnataka,0,android,wifi,Medium (500-2K),14,0,0.0,0.0
karnataka,0,android,wifi,High (2K-10K),8,0,0.0,0.0
karnataka,0,ios,3g,Medium (500-2K),3,0,0.0,0.0
karnataka,0,ios,4g,Small (<500),15,1,6.666666666666667,479.0
karnataka,0,ios,4g,Medium (500-2K),23,0,0.0,0.0
karnataka,0,ios,4g,High (2K-10K),13,0,0.0,0.0
karnataka,0,ios,4g,Very High (>10K),1,0,0.0,0.0
karnataka,0,ios,5g,Small (<500),7,0,0.0,0.0
karnataka,0,ios,5g,Medium (500-2K),6,0,0.0,0.0
karnataka,0,ios,5g,High (2K-10K),7,0,0.0,0.0
karnataka,0,ios,wifi,Small (<500),4,0,0.0,0.0
karnataka,0,ios,wifi,Medium (500-2K),2,0,0.0,0.0
karnataka,0,web,3g,Medium (500-2K),1,0,0.0,0.0
karnataka,0,web,4g,Small (<500),6,0,0.0,0.0
karnataka,0,web,4g,Medium (500-2K),7,0,0.0,0.0
karnataka,0,web,4g,High (2K-10K),2,0,0.0,0.0
karnataka,0,web,5g,Small (<500),1,0,0.0,0.0
karnataka,0,web,5g,Medium (500-2K),1,0,0.0,0.0
karnataka,1,android,3g,Small (<500),3,0,0.0,0.0
karnataka,1,android,3g,Medium (500-2K),5,0,0.0,0.0
karnataka,1,android,3g,High (2K-10K),1,0,0.0,0.0
karnataka,1,android,4g,Small (<500),45,0,0.0,0.0
karnataka,1,android,4g,Medium (500-2K),41,0,0.0,0.0
karnataka,1,android,4g,High (2K-10K),16,0,0.0,0.0
karnataka,1,android,5g,Small (<500),23,0,0.0,0.0
karnataka,1,android,5g,Medium (500-2K),11,0,0.0,0.0
karnataka,1,android,5g,High (2K-10K),13,0,0.0,0.0
karnataka,1,android,wifi,Small (<500),5,0,0.0,0.0
karnataka,1,android,wifi,Medium (500-2K),6,0,0.0,0.0
karnataka,1,android,wifi,High (2K-10K),6,0,0.0,0.0
karnataka,1,ios,3g,Small (<500),3,0,0.0,0.0
karnataka,1,ios,3g,Medium (500-2K),3,0,0.0,0.0
karnataka,1,ios,4g,Small (<500),17,0,0.0,0.0
karnataka,1,ios,4g,Medium (500-2K),14,0,0.0,0.0
karnataka,1,ios,4g,High (2K-10K),1,0,0.0,0.0
karnataka,1,ios,5g,Small (<500),6,0,0.0,0.0
karnataka,1,ios,5g,Medium (500-2K),8,0,0.0,0.0
karnataka,1,ios,5g,High (2K-10K),3,0,0.0,0.0
karnataka,1,ios,wifi,Small (<500),1,0,0.0,0.0
karnataka,1,ios,wifi,Medium (500-2K),2,0,0.0,0.0
karnataka,1,ios,wifi,High (2K-10K),1,0,0.0,0.0
karnataka,1,web,3g,Medium (500-2K),1,0,0.0,0.0
karnataka,1,web,4g,Small (<500),1,0,0.0,0.0
karnataka,1,web,4g,Medium (500-2K),2,0,0.0,0.0
karnataka,1,web,4g,High (2K-10K),2,0,0.0,0.0
karnataka,1,web,5g,Small (<500),1,0,0.0,0.0
karnataka,1,web,5g,High (2K-10K),2,0,0.0,0.0
karnataka,2,android,3g,Small (<500),6,0,0.0,0.0
karnataka,2,android,3g,Medium (500-2K),2,0,0.0,0.0
karnataka,2,android,3g,High (2K-10K),1,0,0.0,0.0
karnataka,2,android,4g,Small (<500),29,1,3.4482758620689653,403.0
karnataka,2,android,4g,Medium (500-2K),34,0,0.0,0.0
karnataka,2,android,4g,High (2K-10K),15,0,0.0,0.0
karnataka,2,android,5g,Small (<500),18,0,0.0,0.0
karnataka,2,android,5g,Medium (500-2K),12,0,0.0,0.0
karnataka,2,android,5g,High (2K-10K),12,0,0.0,0.0
karnataka,2,android,5g,Very High (>10K),2,0,0.0,0.0
karnataka,2,android,wifi,Small (<500),5,0,0.0,0.0
karnataka,2,android,wifi,Medium (500-2K),6,0,0.0,0.0
karnataka,2,android,wifi,High (2K-10K),3,0,0.0,0.0
karnataka,2,ios,3g,Medium (500-2K),1,0,0.0,0.0
karnataka,2,ios,4g,Small (<500),12,0,0.0,0.0
karnataka,2,ios,4g,Medium (500-2K),9,0,0.0,0.0
karnataka,2,ios,4g,High (2K-10K),7,0,0.0,0.0
karnataka,2,ios,5g,Small (<500),1,0,0.0,0.0
karnataka,2,ios,5g,Medium (500-2K),5,0,0.0,0.0
karnataka,2,ios,5g,High (2K-10K),4,0,0.0,0.0
karnataka,2,ios,wifi,Small (<500),3,0,0.0,0.0
karnataka,2,ios,wifi,Medium (500-2K),2,0,0.0,0.0
karnataka,2,web,4g,Small (<500),1,0,0.0,0.0
karnataka,2,web,4g,Medium (500-2K),1,0,0.0,0.0
karnataka,2,web,4g,High (2K-10K),2,0,0.0,0.0
karnataka,2,web,5g,Small (<500),1,0,0.0,0.0
karnataka,2,web,5g,Medium (500-2K),1,0,0.0,0.0
karnataka,2,web,wifi,Small (<500),1,0,0.0,0.0
karnataka,3,android,3g,Small (<500),2,0,0.0,0.0
karnataka,3,android,3g,Medium (500-2K),3,0,0.0,0.0
karnataka,3,android,4g,Small (<500),22,0,0.0,0.0
karnataka,3,android,4g,Medium (500-2K),18,0,0.0,0.0
karnataka,3,android,4g,High (2K-10K),13,0,0.0,0.0
karnataka,3,android,5g,Small (<500),10,0,0.0,0.0
karnataka,3,android,5g,Medium (500-2K),12,0,0.0,0.0
karnataka,3,android,5g,High (2K-10K),6,0,0.0,0.0
karnataka,3,android,wifi,Small (<500),3,0,0.0,0.0
karnataka,3,android,wifi,Medium (500-2K),4,0,0.0,0.0
karnataka,3,ios,3g,Medium (500-2K),1,0,0.0,0.0
karnataka,3,ios,4g,Small (<500),13,0,0.0,0.0
karnataka,3,ios,4g,Medium (500-2K),15,0,0.0,0.0
karnataka,3,ios,4g,High (2K-10K),3,0,0.0,0.0
karnataka,3,ios,5g,Small (<500),2,0,0.0,0.0
karnataka,3,ios,5g,High (2K-10K),1,0,0.0,0.0
karnataka,3,ios,wifi,Small (<500),2,0,0.0,0.0
karnataka,3,ios,wifi,Medium (500-2K),3,0,0.0,0.0
karnataka,3,ios,wifi,High (2K-10K),1,0,0.0,0.0
karnataka,3,web,4g,Small (<500),3,0,0.0,0.0
karnataka,3,web,4g,Medium (500-2K),2,0,0.0,0.0
karnataka,3,web,4g,High (2K-10K),2,0,0.0,0.0
karnataka,3,web,5g,Small (<500),1,0,0.0,0.0
karnataka,3,web,5g,Medium (500-2K),1,0,0.0,0.0
karnataka,3,web,wifi,Small (<500),1,0,0.0,0.0
karnataka,3,web,wifi,Medium (500-2K),1,0,0.0,0.0
karnataka,4,android,3g,Small (<500),2,0,0.0,0.0
karnataka,4,android,3g,Medium (500-2K),1,0,0.0,0.0
karnataka,4,android,3g,High (2K-10K),3,0,0.0,0.0
karnataka,4,android,4g,Small (<500),20,0,0.0,0.0
karnataka,4,android,4g,Medium (500-2K),18,0,0.0,0.0
karnataka,4,android,4g,High (2K-10K),11,0,0.0,0.0
karnataka,4,android,5g,Small (<500),12,0,0.0,0.0
karnataka,4,android,5g,Medium (500-2K),12,0,0.0,0.0
karnataka,4,android,5g,High (2K-10K),3,0,0.0,0.0
karnataka,4,android,wifi,Small (<500),3,0,0.0,0.0
karnataka,4,android,wifi,Medium (500-2K),2,0,0.0,0.0
karnataka,4,android,wifi,High (2K-10K),1,0,0.0,0.0
karnataka,4,ios,3g,Medium (500-2K),1,0,0.0,0.0
karnataka,4,ios,4g,Small (<500),5,0,0.0,0.0
karnataka,4,ios,4g,Medium (500-2K),11,0,0.0,0.0
karnataka,4,ios,4g,High (2K-10K),5,0,0.0,0.0
karnataka,4,ios,5g,Small (<500),5,0,0.0,0.0
karnataka,4,ios,5g,Medium (500-2K),4,0,0.0,0.0
karnataka,4,web,3g,Medium (500-2K),1,0,0.0,0.0
karnataka,4,web,4g,Medium (500-2K),4,0,0.0,0.0
karnataka,4,web,4g,High (2K-10K),2,0,0.0,0.0
karnataka,4,web,5g,Medium (500-2K),1,0,0.0,0.0
karnataka,5,android,3g,Small (<500),5,0,0.0,0.0
karnataka,5,android,3g,Medium (500-2K),5,0,0.0,0.0
karnataka,5,android,3g,High (2K-10K),1,0,0.0,0.0
karnataka,5,android,4g,Small (<500),43,0,0.0,0.0
karnataka,5,android,4g,Medium (500-2K),35,0,0.0,0.0
karnataka,5,android,4g,High (2K-10K),21,0,0.0,0.0
karnataka,5,android,4g,Very High (>10K),2,0,0.0,0.0
karnataka,5,android,5g,Small (<500),11,0,0.0,0.0
karnataka,5,android,5g,Medium (500-2K),11,0,0.0,0.0
karnataka,5,android,5g,High (2K-10K),5,0,0.0,0.0
karnataka,5,android,wifi,Small (<500),8,0,0.0,0.0
karnataka,5,android,wifi,Medium (500-2K),7,0,0.0,0.0
karnataka,5,android,wifi,High (2K-10K),4,0,0.0,0.0
karnataka,5,ios,3g,Small (<500),1,0,0.0,0.0
karnataka,5,ios,3g,High (2K-10K),1,0,0.0,0.0
karnataka,5,ios,4g,Small (<500),14,0,0.0,0.0
karnataka,5,ios,4g,Medium (500-2K),9,0,0.0,0.0
karnataka,5,ios,4g,High (2K-10K),3,0,0.0,0.0
karnataka,5,ios,5g,Small (<500),5,0,0.0,0.0
karnataka,5,ios,5g,Medium (500-2K),6,0,0.0,0.0
karnataka,5,ios,5g,High (2K-10K),2,0,0.0,0.0
karnataka,5,ios,wifi,Medium (500-2K),2,0,0.0,0.0
karnataka,5,web,4g,Small (<500),3,0,0.0,0.0
karnataka,5,web,4g,Medium (500-2K),1,0,0.0,0.0
karnataka,5,web,4g,High (2K-10K),3,0,0.0,0.0
karnataka,5,web,5g,Small (<500),2,0,0.0,0.0
karnataka,5,web,5g,Medium (500-2K),1,0,0.0,0.0
karnataka,5,web,5g,High (2K-10K),1,0,0.0,0.0
karnataka,6,android,3g,Small (<500),5,1,20.0,281.0
karnataka,6,android,3g,Medium (500-2K),7,0,0.0,0.0
karnataka,6,android,3g,High (2K-10K),1,0,0.0,0.0
karnataka,6,android,4g,Small (<500),73,0,0.0,0.0
karnataka,6,android,4g,Medium (500-2K),68,0,0.0,0.0
karnataka,6,android,4g,High (2K-10K),33,0,0.0,0.0
karnataka,6,android,5g,Small (<500),38,0,0.0,0.0
karnataka,6,android,5g,Medium (500-2K),26,0,0.0,0.0
karnataka,6,android,5g,High (2K-10K),23,0,0.0,0.0
karnataka,6,android,5g,Very High (>10K),1,0,0.0,0.0
karnataka,6,android,wifi,Small (<500),15,0,0.0,0.0
karnataka,6,android,wifi,Medium (500-2K),19,0,0.0,0.0
karnataka,6,android,wifi,High (2K-10K),5,0,0.0,0.0
karnataka,6,ios,3g,Very High (>10K),1,0,0.0,0.0
karnataka,6,ios,4g,Small (<500),27,0,0.0,0.0
karnataka,6,ios,4g,Medium (500-2K),16,0,0.0,0.0
karnataka,6,ios,4g,High (2K-10K),8,0,0.0,0.0
karnataka,6,ios,5g,Small (<500),7,0,0.0,0.0
karnataka,6,ios,5g,Medium (500-2K),8,0,0.0,0.0
karnataka,6,ios,5g,High (2K-10K),3,0,0.0,0.0
karnataka,6,ios,wifi,Small (<500),7,0,0.0,0.0
karnataka,6,ios,wifi,Medium (500-2K),5,0,0.0,0.0
karnataka,6,ios,wifi,High (2K-10K),3,0,0.0,0.0
karnataka,6,web,4g,Small (<500),3,0,0.0,0.0
karnataka,6,web,4g,Medium (500-2K),8,0,0.0,0.0
karnataka,6,web,4g,High (2K-10K),2,0,0.0,0.0
karnataka,6,web,5g,Small (<500),3,0,0.0,0.0
karnataka,6,web,5g,Medium (500-2K),2,0,0.0,0.0
karnataka,6,web,5g,High (2K-10K),2,0,0.0,0.0
karnataka,6,web,wifi,Small (<500),1,0,0.0,0.0
karnataka,6,web,wifi,Medium (500-2K),1,0,0.0,0.0
karnataka,7,android,3g,Small (<500),13,0,0.0,0.0
karnataka,7,android,3g,Medium (500-2K),11,0,0.0,0.0
karnataka,7,android,3g,High (2K-10K),5,0,0.0,0.0
karnataka,7,android,3g,Very High (>10K),1,0,0.0,0.0
karnataka,7,android,4g,Small (<500),133,0,0.0,0.0
karnataka,7,android,4g,Medium (500-2K),109,0,0.0,0.0
karnataka,7,android,4g,High (2K-10K),45,0,0.0,0.0
karnataka,7,android,4g,Very High (>10K),2,0,0.0,0.0
karnataka,7,android,5g,Small (<500),51,0,0.0,0.0
karnataka,7,android,5g,Medium (500-2K),48,0,0.0,0.0
karnataka,7,android,5g,High (2K-10K),38,0,0.0,0.0
karnataka,7,android,5g,Very High (>10K),1,0,0.0,0.0
karnataka,7,android,wifi,Small (<500),24,0,0.0,0.0
karnataka,7,android,wifi,Medium (500-2K),24,0,0.0,0.0
karnataka,7,android,wifi,High (2K-10K),8,0,0.0,0.0
karnataka,7,ios,3g,Small (<500),2,0,0.0,0.0
karnataka,7,ios,3g,Medium (500-2K),2,0,0.0,0.0
karnataka,7,ios,3g,High (2K-10K),2,0,0.0,0.0
karnataka,7,ios,4g,Small (<500),31,0,0.0,0.0
karnataka,7,ios,4g,Medium (500-2K),36,0,0.0,0.0
karnataka,7,ios,4g,High (2K-10K),14,0,0.0,0.0
karnataka,7,ios,5g,Small (<500),18,0,0.0,0.0
karnataka,7,ios,5g,Medium (500-2K),11,0,0.0,0.0
karnataka,7,ios,5g,High (2K-10K),7,0,0.0,0.0
karnataka,7,ios,5g,Very High (>10K),2,0,0.0,0.0
karnataka,7,ios,wifi,Small (<500),5,0,0.0,0.0
karnataka,7,ios,wifi,Medium (500-2K),2,0,0.0,0.0
karnataka,7,ios,wifi,High (2K-10K),2,0,0.0,0.0
karnataka,7,web,3g,Medium (500-2K),2,0,0.0,0.0
karnataka,7,web,4g,Small (<500),13,0,0.0,0.0
karnataka,7,web,4g,Medium (500-2K),12,0,0.0,0.0
karnataka,7,web,4g,High (2K-10K),3,0,0.0,0.0
karnataka,7,web,5g,Small (<500),4,0,0.0,0.0
karnataka,7,web,5g,Medium (500-2K),1,0,0.0,0.0
karnataka,7,web,5g,High (2K-10K),2,0,0.0,0.0
karnataka,7,web,wifi,Small (<500),2,0,0.0,0.0
karnataka,8,android,3g,Small (<500),18,1,5.555555555555555,50.0
karnataka,8,android,3g,Medium (500-2K),13,0,0.0,0.0
karnataka,8,android,3g,High (2K-10K),15,0,0.0,0.0
karnataka,8,android,4g,Small (<500),195,1,0.5128205128205128,123.0
karnataka,8,android,4g,Medium (500-2K),167,0,0.0,0.0
karnataka,8,android,4g,High (2K-10K),89,0,0.0,0.0
karnataka,8,android,4g,Very High (>10K),2,0,0.0,0.0
karnataka,8,android,5g,Small (<500),73,1,1.36986301369863,246.0
karnataka,8,android,5g,Medium (500-2K),75,0,0.0,0.0
karnataka,8,android,5g,High (2K-10K),39,0,0.0,0.0
karnataka,8,android,5g,Very High (>10K),1,0,0.0,0.0
karnataka,8,android,wifi,Small (<500),33,0,0.0,0.0
karnataka,8,android,wifi,Medium (500-2K),39,0,0.0,0.0
karnataka,8,android,wifi,High (2K-10K),14,0,0.0,0.0
karnataka,8,ios,3g,Small (<500),5,0,0.0,0.0
karnataka,8,ios,3g,Medium (500-2K),6,0,0.0,0.0
karnataka,8,ios,3g,High (2K-10K),2,0,0.0,0.0
karnataka,8,ios,4g,Small (<500),47,0,0.0,0.0
karnataka,8,ios,4g,Medium (500-2K),44,0,0.0,0.0
karnataka,8,ios,4g,High (2K-10K),21,0,0.0,0.0
karnataka,8,ios,5g,Small (<500),20,0,0.0,0.0
karnataka,8,ios,5g,Medium (500-2K),25,0,0.0,0.0
karnataka,8,ios,5g,High (2K-10K),7,0,0.0,0.0
karnataka,8,ios,wifi,Small (<500),9,0,0.0,0.0
karnataka,8,ios,wifi,Medium (500-2K),8,0,0.0,0.0
karnataka,8,ios,wifi,High (2K-10K),4,0,0.0,0.0
karnataka,8,ios,wifi,Very High (>10K),1,0,0.0,0.0
karnataka,8,web,3g,Very High (>10K),1,0,0.0,0.0
karnataka,8,web,4g,Small (<500),9,0,0.0,0.0
karnataka,8,web,4g,Medium (500-2K),8,0,0.0,0.0
karnataka,8,web,4g,High (2K-10K),4,0,0.0,0.0
karnataka,8,web,5g,Small (<500),3,0,0.0,0.0
karnataka,8,web,5g,Medium (500-2K),2,0,0.0,0.0
karnataka,8,web,5g,High (2K-10K),4,0,0.0,0.0
karnataka,9,android,3g,Small (<500),22,0,0.0,0.0
karnataka,9,android,3g,Medium (500-2K),21,0,0.0,0.0
karnataka,9,android,3g,High (2K-10K),9,0,0.0,0.0
karnataka,9,android,3g,Very High (>10K),2,0,0.0,0.0
karnataka,9,android,4g,Small (<500),260,0,0.0,0.0
karnataka,9,android,4g,Medium (500-2K),224,0,0.0,0.0
karnataka,9,android,4g,High (2K-10K),102,1,0.9803921568627451,2370.0
karnataka,9,android,4g,Very High (>10K),9,0,0.0,0.0
karnataka,9,android,5g,Small (<500),83,0,0.0,0.0
karnataka,9,android,5g,Medium (500-2K),75,0,0.0,0.0
karnataka,9,android,5g,High (2K-10K),45,0,0.0,0.0
karnataka,9,android,5g,Very High (>10K),2,0,0.0,0.0
karnataka,9,android,wifi,Small (<500),37,0,0.0,0.0
karnataka,9,android,wifi,Medium (500-2K),32,0,0.0,0.0
karnataka,9,android,wifi,High (2K-10K),16,0,0.0,0.0
karnataka,9,ios,3g,Small (<500),5,0,0.0,0.0
karnataka,9,ios,3g,Medium (500-2K),5,0,0.0,0.0
karnataka,9,ios,3g,High (2K-10K),6,0,0.0,0.0
karnataka,9,ios,4g,Small (<500),61,0,0.0,0.0
karnataka,9,ios,4g,Medium (500-2K),48,0,0.0,0.0
karnataka,9,ios,4g,High (2K-10K),22,0,0.0,0.0
karnataka,9,ios,4g,Very High (>10K),2,0,0.0,0.0
karnataka,9,ios,5g,Small (<500),29,0,0.0,0.0
karnataka,9,ios,5g,Medium (500-2K),31,0,0.0,0.0
karnataka,9,ios,5g,High (2K-10K),10,0,0.0,0.0
karnataka,9,ios,wifi,Small (<500),8,0,0.0,0.0
karnataka,9,ios,wifi,Medium (500-2K),9,0,0.0,0.0
karnataka,9,ios,wifi,High (2K-10K),5,0,0.0,0.0
karnataka,9,web,3g,Small (<500),4,0,0.0,0.0
karnataka,9,web,3g,High (2K-10K),2,0,0.0,0.0
karnataka,9,web,4g,Small (<500),12,0,0.0,0.0
karnataka,9,web,4g,Medium (500-2K),10,0,0.0,0.0
